Rank,TeamId,TeamName,LastSubmissionDate,Score,SubmissionCount,TeamMemberUserNames
28,11969764,"Kibi Dango-356","2024-04-22 03:49:37",0.55333,10,"asifmhossain,bishalsarker,candidpintail,eraf99,urmisen1202"
29,11972563,Phantom-240,"2024-04-22 02:04:38",0.54414,10,"mdzisun,shubailhaqueturza,urparvezali"
30,11969774,"Team Err0r404-293","2024-04-21 18:23:26",0.54354,9,"asmtareqmahmood,exile404,noshintabassum02,zunayedology"
31,11974849,"Data Diggers","2024-04-20 17:43:02",0.54349,3,"abdullahshafi315,ashifurrahman34,rajaul22"
32,11973656,"Curious Mind-686","2024-04-21 00:43:07",0.54349,2,"frkhan10,tahmidshihabkhan"
33,11973002,MBSTU_Data_Cracker-375,"2024-04-21 14:53:35",0.54349,1,"aminurislam360,rafist"
34,11971808,Sternritter-219,"2024-04-21 18:11:18",0.54349,2,"ahteshamibnemostafa0,majidul24,rafsanjany170042044,shoaib998098907890,walidhossain20"
35,11968750,"Court of Shadows-408","2024-04-21 19:40:51",0.54326,6,"rabeyaakter23,safaeidhossain,sarefeen18,tashfiasikder"
36,11971116,"NSU ACERS-211","2024-04-22 02:42:36",0.54317,11,"abdulmueed1203,dipton,nourashazmine,raihanchowdhury8988,taseen007"
37,11980091,Vengeance-21,"2024-04-22 02:56:47",0.54202,5,"naimatahsin023,ratul022"
38,11969333,"BiteOneByte - 300","2024-04-21 18:35:30",0.54023,12,"a2zkagglerxd,adityaaiden,naheenmohammadkadir,rakibulislammrkbil,tanvirmahtabzihan"
39,11968633,BUET_Genesis-135,"2024-04-22 03:24:38",0.53963,5,"abir66,protoybarai,saadmrp,sayemshahadsoummo,thedarkstorm"
40,11969565,wave-216,"2024-04-21 23:16:54",0.53711,9,"farjanakabirsamanta,nowshad123"
41,11971947,Not_Strong_Enough-1124,"2024-04-22 03:23:47",0.53485,12,"elin75,farjanamayeesha,minannu,tanbeerjubaer"
42,11987547,"EDU AI Squad - 1141","2024-04-20 20:54:31",0.52631,4,"drmahbuburrahman,fearuqe,linkonchy"
43,11969045,"AAA minus-688","2024-04-22 01:00:34",0.52598,6,"avishekchy1578,mohammadahasanhossen"
44,11971915,"Team Chappak - 618","2024-04-21 18:26:25",0.50310,1,"anirbananjan,ishmamhashim,nabilahhossain,sharafbinteyounus,tariquzzaman01"
45,11970653,"You Only Train Once-110","2024-04-21 23:21:10",0.49570,4,"abrarjahinniloy,captain9396,mbmmurad,muhammadzubairhasan,sakib971"
46,11970145,"Team Targon-718","2024-04-21 08:56:18",0.48839,4,"aamasud040,rionelslovesky"
47,11975648,"Apollo 11-621","2024-04-21 21:03:02",0.48839,2,"abiromio,ashifurnahid129,nirob5315,samantabinte"
48,11969087,Robi_nhood-643,"2024-04-21 16:39:45",0.47805,6,"fabihahaider,sourove,tasmimadib"
49,11969067,"Moon Dogs-335","2024-04-20 09:23:20",0.47309,2,"moondog84200,skrahatbinsalam"
50,11971565,Reddohebun-501,"2024-04-20 21:24:46",0.46412,3,"del=1f5c7ea154e2ddbb,mdshihabshahriar,rafihassan,shadidreza,tahmid37"
51,11969642,DataVerse,"2024-04-21 23:46:25",0.45466,4,"nafeu1,positivesas,tanverulislambhuiyan"
52,11971214,"NeuralNetNinjas - 64","2024-04-22 02:58:18",0.44588,3,"iftykhan,isabaishrak,talimulbari190042128,tasnim10"
53,11973837,Algophile,"2024-04-21 21:21:20",0.44188,1,"partha12,tz3r0n4r"
54,11977040,"Noob_SDP - 847","2024-04-19 01:10:57",0.42065,1,mdsohagislam
55,11970920,"Byte Brawlers-944","2024-04-21 13:47:17",0.42065,2,"abdullarahman,chinmoymodakturjo,raiyanashraf,saugataroyarghya,swaraj69"
56,11969390,XeroLogic-658,"2024-04-20 19:59:34",0.42023,3,"abrarabir,sifan69"
57,11975617,"TEAM SAD AI","2024-04-21 19:50:23",0.42023,2,ramisazamanaudhi
58,11968576,"Team Alpha-207","2024-04-22 03:57:11",0.41394,5,"asifurrahmanadib,mainulislam7,nayebhasin190021115,sakibulislam216,shsak1b"
59,11980699,"Les Misérables-721","2024-04-20 13:42:21",0.41155,5,masudarahman
60,11968668,Team_DigBedik-554,"2024-04-21 11:06:30",0.41132,1,"bipulhf,imsajid,nasiatfahim,niloysarker"
61,11969038,HeisenBug-497,"2024-04-22 02:26:24",0.40263,5,"amrijitbiswasnsu,fhshubho,mdtahmidulabedin,nabil112,rafsankabir3"
62,11969243,"Analytical Androids-417","2024-04-21 20:03:52",0.40194,2,"anotherfailure,ayaturrahman,mashequr,mdshafikulislamsohan,raimaislam"
63,11974640,"Mission Miracle-395","2024-04-21 17:22:38",0.40061,8,fahimfoysalapurba
64,11969383,"Team Sepnils-459","2024-04-18 21:05:58",0.40056,2,"aranyasaha,mdenamulatiq,swapnil776,takakib"
65,11969456,"We are Atomic-461","2024-04-21 22:14:38",0.40056,1,"omorfaru,yousufhossen"
66,11970175,"Outlier Outlaws-927","2024-04-22 03:13:13",0.39280,7,"farhannasifnizami,jamaluddintanvin,mohiuddinbilwalayon,nurshatfatehali,tasnimullahshakib"
67,11975585,BuetDynamos-220,"2024-04-19 11:55:29",0.39234,3,"cseshahrukh,tahmid0at"
68,11969628,RUET_Tracker-1133,"2024-04-21 14:59:00",0.39234,1,"afifatasneemquanita,mdsumonali02,sajidsquare"
69,11976569,"Data Alchemists - 551","2024-04-21 18:35:19",0.39234,7,"ashfaqfardin,muhtasimibteda"
70,11973424,"Los Blancos-403","2024-04-20 12:20:42",0.39192,2,"debopomsutradhar,mohaimenulraiaan"
71,11971679,NSU_DataVertex-733,"2024-04-20 22:47:39",0.37607,4,"amanullahshah,ishraksanjid,ltj508,rahatkabir123,shahrukh0khan"
72,11979014,"Faruk AI","2024-04-21 16:55:09",0.37193,1,mdfarukalam
73,11979035,Softzino-570,"2024-04-21 12:14:13",0.36761,2,"istiaquehasannihal,kazishuvo,mdfahad109"
74,11970133,"Data insightopia-588","2024-04-22 02:23:18",0.35893,5,"ehsanuzzamansurid,smasaduzzaman,taifulislam"
75,11978313,"Devolved AI","2024-04-19 18:07:43",0.35801,1,"alamintokdershoukhin,golammostofas"
76,11981619,Catalyst-1002,"2024-04-21 16:56:25",0.35314,4,"abrarfaiaz20,dipankarthekohda,rdprangon"
77,11969750,Meticulous-453,"2024-04-20 16:50:38",0.34997,3,"afsarahannan,akib1162100,rafathaameem"
78,11991602,"Shoyib Hassan","2024-04-21 23:45:56",0.34160,4,shoyibhassan
79,11969711,Optim-560,"2024-04-22 02:39:40",0.34091,10,"arifistiaq,enansaif,istiakesunny,nursadulmamun"
80,11972242,DataDig-784,"2024-04-20 17:31:42",0.33062,1,"golamrabbani582,ifti007,mahmudsakib,mshiblee"
81,11968449,"Data Spider-192","2024-04-21 06:54:00",0.32924,2,"mdadnantaufique,shoaib6174,xabirhasan"
82,11968953,"Embedding x-18","2024-04-19 15:28:16",0.32809,2,"afrozakther,n0zaman,nirjhor123"
83,11980401,NightOwls-49,"2024-04-19 21:10:45",0.32694,1,"hasibur445,mohammedarifuddin,zinnatfowziaria"
84,11968760,"CognitoWave AI - 569","2024-04-21 19:49:38",0.32552,8,"shiblinomani,shuktiehsan"
85,11979638,HereForFun,"2024-04-19 12:38:46",0.32533,1,"nabilaislamkhan,rahinintesar50,safwansiddiquee"
86,11975146,"Toast Biskut-963","2024-04-19 13:04:24",0.32533,1,"arman707,cypher1337,sislam03,zalish"
87,11977145,"Who shook the jar!?-604","2024-04-21 04:08:03",0.32533,1,"imtiarrafi,tahsinmurtaj"
88,11987014,Misfits-821,"2024-04-21 22:50:56",0.32533,1,"hmasum52,mashiyatprapty,mjksabit,tamimehsan99"
89,11968823,Infonauts-197,"2024-04-21 23:19:19",0.32487,7,"ajmainaosafanan,sayadmdprio,shamazdaislam,shammobiswas01"
90,11973274,"Tasin Khan","2024-04-21 16:13:15",0.32267,1,tasiinn
91,11971598,"London Bridge - 30","2024-04-20 15:33:40",0.32170,5,"aashnanrahman,nharif256999,shahriarm,syemaziz,tsumiiiiiiii"
92,11968723,SirirNicheBirirDokan-704,"2024-04-22 03:44:20",0.32156,3,"hoenchioma,pranjal130,rafidameer105"
93,11986095,"FAHIM FAISAL","2024-04-20 18:22:56",0.31931,1,"fahimcodebag,homayrahemu"
94,11970244,Joker-187,"2024-04-21 19:36:09",0.30290,5,"abmrafidhasan,abmragibhasan"
95,11973593,Nomads-343,"2024-04-21 14:28:33",0.28990,1,"abirazad99,an1ndya,faedahmedarnob,snlbro"
96,11968795,"SAYONARA_AKTEL - 1140","2024-04-22 03:42:13",0.25658,7,"heymachere,mainulhasanmohsin,mobin555,smmesbah,terribletwos"
97,11970191,Datavengers-498,"2024-04-22 03:16:52",0.25575,6,"arifahmed70,asmferdousrahman,mithunsharma12,sayedul45,sazzadabrar"
98,11969479,"MD Tamim Sarkar","2024-04-19 12:43:09",0.25148,2,booleanwolf
99,11969415,"Data Crafters-427","2024-04-21 18:29:34",0.24458,2,"anwoybarua,mahbubbro,mdtaufiqulalamtapu"
100,11969210,DU_marooo-357,"2024-04-21 20:52:55",0.22671,2,"akifpathan01,awmrifat,monafchowdhury"
101,11990823,"Fire and Ice","2024-04-22 03:47:58",0.14904,2,"armanmithila,islamshifat"
102,11976028,Troubleshooters-208,"2024-04-19 21:02:15",0.14219,2,"abrahamkaikobad,nazmussadat201,rianahmed,tanjilaahmed"
103,11969229,BUCC_Bit_Geeks-530,"2024-04-21 17:23:07",0.14141,1,"anindyamajumder,darksonic,udoysaha,wahiduzzaman1"
104,11970556,"Asifur Rahman","2024-04-19 13:01:03",0.12914,6,"asifurrahman114,talemulislam"
105,11975108,The_Loser_1.0,"2024-04-21 18:29:31",0.11618,1,"asifuzzamanasif,hoverstrange,mehedihasannirob"
106,11974323,"Samnun Azfar","2024-04-19 21:27:45",0.09660,1,samnunazfar
107,11978326,"SQL TO NLP-307","2024-04-20 16:28:38",0.06323,6,"angonantu,mdfarhad"
108,11971948,"Team SoftMax-636","2024-04-20 16:55:59",0.06195,3,"faisal4hmed,hazratali08,mdjubaerrahman"
109,11975407,azizul0,"2024-04-19 14:04:31",0.05965,4,azizul0
110,11974203,ShaWDoe,"2024-04-21 18:14:12",0.05533,1,"dcelestio2,mdemonrks,shawdoe"
111,11972515,"Abdul Muhaimin Adeeb","2024-04-18 18:17:25",0.04067,1,adeebmuhaimin
112,11968818,albatross-1030,"2024-04-22 03:53:42",0.03846,2,maidulhasan956
113,11969062,"Neural Nuts-279","2024-04-18 20:50:03",0.03823,1,"mhasan502,musfiqdehan,nahidosen"
114,11972991,"Data Quintet","2024-04-19 15:13:50",0.02959,1,"ifty1011,sarakarim,sohanatasneem,sumaiyabinteazad,takiasultananova"
115,11972520,"XG - 134","2024-04-19 13:35:53",0.02688,1,"mdjannatulnayem,mdzahidulislamasif,shazzedhossainshajal"
116,11972514,"[Deleted] 99604332-99c2-4e28-a1f0-54029efa8ad8","2024-04-18 14:38:04",0.01994,2,del=62ed535a297bf77d
117,11992446,DataCube-456,"2024-04-21 22:04:54",0.01622,1,"rukonozzamanrukon,samratdev"
118,11968551,ABC,"2024-04-18 04:18:22",0.00822,1,"abusayemmdsiam,sabbir772,samratabduljalil,yeasirar"
119,11970209,"Turning Turing-956","2024-04-19 07:50:35",0.00822,3,"jannatulmaowa1570,noyonchandrasaha,shahriarshb,yeiad07"
120,11973824,Team_FakeFellow,"2024-04-18 13:54:21",0.00822,1,mdfarzinehossen
121,11970964,"Fourth Minor-822","2024-04-18 17:52:23",0.00822,1,apurbasarker
122,11970127,"Byte Brigade - 267","2024-04-20 18:35:51",0.00822,3,"rafsanrahat9,rahulroychowdhury23,tahsinfaruque"
123,11989696,"Data Pioneers-127","2024-04-21 11:30:41",0.00822,1,"alaminifty,robiulcseaub"
124,11968620,"Machine Minds","2024-04-21 18:01:40",0.00822,1,"akramml,shuvroahmed01,tofaahammedmbstu"
125,11972826,"Data Dreamer-473","2024-04-22 03:42:35",0.00822,1,"hozaifahamim,mdabdullahwahid"
126,11970538,"ML Pari Na","2024-04-19 12:44:37",0.00436,4,"mehediahamed,radibbinkabir,rakinuzzaman,tawsiftashwardipto"
127,11972632,"Insight Squads","2024-04-21 20:34:01",0.00395,5,"sadabrahman,salehstat,sawrab,shaheedhossain98,sourovroy1"
128,11972150,"Bracu DataPilots-66","2024-04-22 01:53:47",0.00390,1,"alviwaseq,amiya007,sadatsami"
129,11968660,"Team of Procrastinators-653","2024-04-22 03:25:53",0.00298,2,"n1sarga,sofiahypothetical"
130,11969238,"Team IntelleX - 387","2024-04-21 21:26:56",0.00119,4,"abdullaharean,ahmedfahad04,liiniix,mikhalil,saeed1507100"
131,11981443,MindMiners,"2024-04-19 16:31:39",0.00041,1,"ahnafrafi,arif159357,homiarafarhana,tanmoyahsan"
132,11970485,"Data Cracker","2024-04-20 17:28:31",0.00000,3,"cseshakil,sazibch"
133,11972825,"H R Shuvo","2024-04-18 19:20:38",0.00000,1,hrshuvo
134,11972612,casper,"2024-04-19 19:55:29",0.00000,1,"fabihapriyoti,labibaislam79,shahidashome"
135,11985905,DU_TSAI-1051,"2024-04-20 17:51:19",0.00000,1,"intesartahmid,kacchi"
136,11982398,Backpropagator-441,"2024-04-21 04:35:11",0.00000,1,"nahidahmed5,nayeemulhayder1"
137,11969988,"Md Saiful Islam","2024-04-21 19:19:04",0.00000,1,mdsaifulislam12345
